stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type
EJ890,7767,"INNES / JEANNE D'ARC",,45.455601,-75.505196,,,0
EJ891,6939,"JEANNE D'ARC / INNES",,45.455967,-75.505035,,,0
EJ895,1974,"JEANNE D'ARC / INNES",,45.45612,-75.504883,,,0
EK010,8156,"HIAWATHA / AD. 879",,45.482841,-75.546394,,,0
EK020,7927,"HIAWATHA / ST LOUIS",,45.480675,-75.546921,,,0
EK025,7928,"ST LOUIS / BUCKSKIN",,45.480675,-75.543427,,,0
EK030,7926,"HIAWATHA / ST LOUIS",,45.481136,-75.546936,,,0
EK035,7925,"ST LOUIS / BUCKSKIN",,45.480816,-75.543221,,,0
EK040,7924,"ORLÉANS / ST LOUIS",,45.481197,-75.540504,,,0
EK045,1534,"ORLÉANS / JEANNE D'ARC",,45.479584,-75.538139,,,0
EK046,790,"ORLEANS / CAIRINE WILSON H.S.",,45.481575,-75.541298,,,0
EK048,6943,"ORLEANS / SUGAR CREEK",,45.475582,-75.535019,,,0
EK050,7929,"ORLÉANS / ST LOUIS",,45.481045,-75.540489,,,0
EK091,6960,"FORTUNE / ORLEANS",,45.475803,-75.535912,,,0
EK095,7941,"FORTUNE / ORLÉANS",,45.475716,-75.535782,,,0
EK100,8178,"FORTUNE / PRIORY",,45.474823,-75.537781,,,0
EK110,7940,"FORTUNE / ST JOVITE",,45.474079,-75.53833,,,0
EK115,7934,"FORTUNE / ST THÉRÈSE",,45.473904,-75.538696,,,0
EK120,8171,"FORTUNE / ST DUNSTANS",,45.472919,-75.539322,,,0
EK130,7935,"FORTUNE / STE THÉRÈSE",,45.472118,-75.540627,,,0
EK140,7939,"FORTUNE / ST JÉROME",,45.471634,-75.541687,,,0
EK150,7936,"FORTUNE / ST JÉROME",,45.471355,-75.542892,,,0
EK160,8179,"FORTUNE / STE AGATHE",,45.471481,-75.545036,,,0
EK170,7938,"FORTUNE / ST AGATHE",,45.471394,-75.545235,,,0
EK180,8170,"FORTUNE / ST MORITZ",,45.472145,-75.545769,,,0
EK190,7937,"FORTUNE / JEANNE D'ARC",,45.472603,-75.546837,,,0
EK210,8158,"VINEYARD / SAUTERNE",,45.471424,-75.54879,,,0
EK220,8157,"VINEYARD / SAUTERNE",,45.471592,-75.548668,,,0
EK230,2663,"VINEYARD / SAUTERNE",,45.469086,-75.548996,,,0
EK240,2665,"VINEYARD / SAUTERNE",,45.469048,-75.548637,,,0
EK250,2664,"VINEYARD / BEAUJOLAIS",,45.468739,-75.550507,,,0
EK260,2668,"VINEYARD / BURGUNDY",,45.468563,-75.550125,,,0
EK270,8160,"VINEYARD / BEAUJOLAIS",,45.468647,-75.553642,,,0
EK280,2666,"VINEYARD / BURGUNDY",,45.468468,-75.553604,,,0
EK290,2694,"VINEYARD / BORDEAU",,45.470104,-75.554626,,,0
EK295,2670,"VINEYARD / CHABLIS",,45.471905,-75.55484,,,0
EK300,2667,"VINEYARD / BORDEAU",,45.470341,-75.55497,,,0
EK305,2669,"VINEYARD / CHABLIS",,45.47197,-75.555061,,,0
EK310,2671,"VINEYARD / VOYAGEUR",,45.472713,-75.554588,,,0
EK320,2684,"VOYAGEUR / VINEYARD",,45.47327,-75.554741,,,0
EK330,2680,"VOYAGEUR / BATEAU",,45.473736,-75.556267,,,0
EK340,2672,"VOYAGEUR / CHALEUR",,45.47393,-75.556252,,,0
EK350,2681,"VOYAGEUR / EXPLORER",,45.47562,-75.557838,,,0
EK360,2673,"VOYAGEUR / EXPLORER",,45.475582,-75.557594,,,0
EK370,2674,"VOYAGEUR / FAIRWINDS",,45.477322,-75.55809,,,0
EK380,2682,"VOYAGEUR / FAIRWINDS",,45.477448,-75.558228,,,0
EK390,2683,"VOYAGEUR / AD. 6140",,45.478645,-75.556038,,,0
EK400,2675,"VOYAGEUR / AD. 6139",,45.478527,-75.555832,,,0
EK410,2676,"VOYAGEUR / ACADIAN",,45.478081,-75.551941,,,0
EK420,8155,"VOYAGEUR / ACADIAN",,45.477943,-75.551605,,,0
EK430,2677,"VOYAGEUR / RAFTSMAN",,45.476982,-75.550819,,,0
EK440,2866,"VOYAGEUR / RAVINE",,45.476925,-75.550385,,,0
EK450,2678,"VOYAGEUR / VOYAGEUR",,45.475948,-75.549789,,,0
EK460,2685,"VOYAGEUR / VOYAGEUR",,45.475983,-75.549454,,,0
EK470,2679,"VOYAGEUR / PADDLER",,45.475945,-75.548492,,,0
EK480,2686,"VOYAGEUR / JEANNE D'ARC",,45.475815,-75.547859,,,0
EK490,8154,"JEANNE D'ARC / ORLÉANS",,45.478748,-75.538269,,,0
EK510,7930,"JEANNE D'ARC / PADDLER",,45.477909,-75.543434,,,0
EK520,8164,"JEANNE D'ARC / VORLAGE",,45.477875,-75.542549,,,0
EK530,7960,"JEANNE D'ARC / VORLAGE",,45.475784,-75.547241,,,0
EK540,8161,"JEANNE D'ARC / VOYAGEUR",,45.475471,-75.547775,,,0
EK550,8162,"JEANNE D'ARC / VINEYARD",,45.471992,-75.547897,,,0
EK560,8163,"JEANNE D'ARC / FORTUNE",,45.47216,-75.547791,,,0
EK570,8122,"JEANNE D'ARC / GREY NUNS",,45.466476,-75.542885,,,0
EK580,8124,"JEANNE D'ARC / YOUVILLE",,45.466278,-75.542824,,,0
EK590,1831,"JEANNE D'ARC / ST JOSEPH",,45.464714,-75.540771,,,0
EK600,8123,"JEANNE D'ARC / ST JOSEPH",,45.464649,-75.540375,,,0
EK610,8898,"GREY NUNS / JEANNE D'ARC",,45.466393,-75.542213,,,0
EK630,7942,"GREY NUNS / HARVEST",,45.468807,-75.542656,,,0
EK640,7949,"GREY NUNS / HARVEST",,45.469006,-75.542809,,,0
EK650,6621,"GREY NUNS / MEADOWVIEW",,45.46973,-75.540993,,,0
EK660,6622,"GREY NUNS / MEADOWVIEW",,45.469776,-75.541283,,,0
EK670,7944,"GREY NUNS / FRIAR",,45.470467,-75.537842,,,0
EK680,7948,"GREY NUNS / FRIAR",,45.470165,-75.537453,,,0
EK690,7945,"GREY NUNS / SUNDOWN",,45.469067,-75.537025,,,0
EK700,7947,"GREY NUNS / SUNDOWN",,45.468891,-75.536682,,,0
EK710,7946,"GREY NUNS / LUMBERMAN",,45.466705,-75.536781,,,0
EK720,8121,"GREY NUNS / ST JOSEPH",,45.466354,-75.536522,,,0
EK900,3070,"JEANNE D'ARC 1A",,45.467743,-75.545654,,,0
EK905,3070,"JEANNE D'ARC 1B",,45.467957,-75.545357,,,0
EK910,3070,"JEANNE D'ARC 2A",,45.469707,-75.546951,,,0
EK930,3070,"JEANNE D'ARC 3A",,45.4701,-75.546906,,,0
EK940,3070,"JEANNE D'ARC 3B",,45.4678,-75.545036,,,0
EK960,3070,"JEANNE D'ARC 4A",,45.468052,-75.545021,,,0
EK970,3070,"JEANNE D'ARC 4B",,45.470543,-75.546989,,,0
EL082,8166,"JEANNE D'ARC / ORLÉANS",,45.478813,-75.537392,,,0
EL085,7913,"JEANNE D'ARC / MILLWOOD",,45.479584,-75.535095,,,0
EL095,7912,"JEANNE D'ARC / MILLWOOD",,45.479637,-75.535316,,,0
EL100,7914,"JEANNE D'ARC / BILBERRY",,45.481068,-75.5326,,,0
EL110,8153,"JEANNE D'ARC / BILBERRY",,45.481106,-75.532875,,,0
EL120,8152,"JEANNE D'ARC / AVIGNON",,45.482346,-75.530502,,,0
EL130,8140,"JEANNE D'ARC/ AVIGNON",,45.482231,-75.529633,,,0
EL140,7915,"JEANNE D'ARC / DECARIE",,45.482292,-75.527328,,,0
EL150,7911,"JEANNE D'ARC / DÉCARIE",,45.482456,-75.526703,,,0
EL160,8213,"JEANNE D'ARC / BILBERRY",,45.483265,-75.523209,,,0
EL170,8143,"JEANNE D'ARC / BILBERRY",,45.483242,-75.523659,,,0
EL180,8167,"JEANNE D'ARC / CHAMPLAIN",,45.483852,-75.521431,,,0
EL185,760,"JEANNE D'ARC / CHAMPLAIN",,45.484138,-75.521004,,,0
EL210,8168,"JEANNE D'ARC / CHAMPLAIN",,45.484299,-75.519814,,,0
EL220,7916,"JEANNE D'ARC / WILLOW",,45.485123,-75.51741,,,0
EL230,8150,"JEANNE D'ARC / WILLOW",,45.485397,-75.516991,,,0
EL240,7909,"JEANNE D'ARC / LAWNSBERRY",,45.486633,-75.515091,,,0
EL250,7917,"JEANNE D'ARC / LAWNSBERRY",,45.486347,-75.515266,,,0
EL260,7908,"JEANNE D'ARC / MILLROAD",,45.487518,-75.513428,,,0
EL270,7918,"JEANNE D'ARC / KINGLET",,45.487568,-75.512848,,,0
EL280,7919,"JEANNE D'ARC / LAWNSBERRY",,45.487656,-75.510635,,,0
EL285,8169,"JEANNE D'ARC / BURNT EMBER",,45.487778,-75.508217,,,0
EL290,8149,"JEANNE D'ARC / KINGFISHER",,45.487762,-75.510681,,,0
EL295,7906,"JEANNE D'ARC / HARLEQUIN",,45.487789,-75.508545,,,0
EL313,1051,"JEANNE-D'ARC N / PRESTIGE",,45.492229,-75.495613,,,0
EL315,7904,"JEANNE-D'ARC N / PRESTING",,45.491959,-75.496437,,,0
EL335,7966,"JEANNE D'ARC / MOCKINGBIRD",,45.488792,-75.50666,,,0
EL340,7967,"JEANNE D'ARC / HARLEQUIN",,45.488953,-75.506668,,,0
EL350,7922,"CHAMPLAIN / ALPINE",,45.481174,-75.518768,,,0
EL360,1793,"CHAMPLAIN / REGIONAL ROAD 174",,45.481842,-75.518951,,,0
EL365,759,"CHAMPLAIN / JEANNE D'ARC",,45.483219,-75.519882,,,0
EL400,5861,"BILBERRY / JEANNE D'ARC",,45.482666,-75.522743,,,0
EL410,5871,"BILBERRY / DU BOIS",,45.482231,-75.522461,,,0
EL420,2696,"BILBERRY / AD. 6911",,45.481323,-75.524384,,,0
EL430,2698,"BILBERRY / JOE JAMIESON PARK",,45.481205,-75.524216,,,0
EL440,2697,"BILBERRY / DES FOREST",,45.480003,-75.525749,,,0
EL450,2699,"BILBERRY / DES FOREST",,45.479713,-75.525764,,,0
EL460,5864,"BILBERRY / DU BOIS",,45.478172,-75.526367,,,0
EL470,5866,"BILBERRY / DU BOIS",,45.477745,-75.526794,,,0
EL480,2700,"BILBERRY / AD. 6601",,45.479412,-75.530327,,,0
EL490,324,"BILBERRY / AD. 6600",,45.479378,-75.530579,,,0
EL500,6342,"JEANNE-D'ARC N / ROSSIGNOL",,45.490162,-75.503761,,,0
EL505,6343,"JEANNE-D'ARC N / PATHWAY",,45.490524,-75.501015,,,0
EL510,6344,"JEANNE-D'ARC N / ROSSIGNOL",,45.490768,-75.499054,,,0
EL520,6350,"JEANNE-D'ARC N / ROSSIGNOL",,45.490963,-75.498795,,,0
EL530,6351,"JEANNE-D'ARC N / PATHWAY",,45.490669,-75.50106,,,0
EL540,6352,"JEANNE-D'ARC N / TENTH LINE",,45.489773,-75.504921,,,0
EL550,6353,"TRIM / REGIONAL ROAD 174",,45.495468,-75.482338,,,0
EL560,6354,"TRIM / REGIONAL ROAD 174",,45.496155,-75.482513,,,0
EL600,700,"JEANNE-D'ARC N / PARKROSE",,45.493908,-75.493019,,,0
EL610,701,"JEANNE-D'ARC N / PARKROSE",,45.493214,-75.493958,,,0
EL615,754,"JEANNE-D'ARC N / TRIM",,45.496506,-75.485565,,,0
EL620,755,"JEANNE-D'ARC N / TRIM",,45.496677,-75.485512,,,0
EM002,2873,"PLACE D'ORLÉANS / CHAMPLAIN",,45.479897,-75.516655,,,0
EM010,5637,"PROM D'ORLEANS / CENTRUM",,45.478676,-75.512802,,,0
EM020,8532,"PLACE D'ORLÉANS / CENTRUM",,45.478245,-75.513039,,,0
EM045,7843,"ST JOSEPH / TENTH LINE",,45.483425,-75.502167,,,0
EM050,7846,"ST JOSEPH / AD. 3227",,45.482391,-75.504265,,,0
EM055,1794,"ST JOSEPH / AD. 3245",,45.483067,-75.503334,,,0
EM057,7844,"ST JOSEPH / PRESTONE",,45.480694,-75.507675,,,0
EM060,5649,"ST JOSEPH / PRESTONE",,45.479717,-75.509186,,,0
EM065,8108,"ST JOSEPH / PRESTONE",,45.480476,-75.507523,,,0
EM073,2626,"ST JOSEPH / PLACE D'ORLÉANS MALL",,45.478786,-75.511215,,,0
EM085,8893,"CENTRUM / PLACE D'ORLÉANS",,45.479568,-75.511955,,,0
EM086,5925,"CENTRUM / PLACE D'ORLEANS",,45.479427,-75.512337,,,0
EM092,2627,"CENTRUM / AD. 230",,45.480366,-75.510506,,,0
EM093,5924,"CENTRUM / AD. 245",,45.48045,-75.510719,,,0
EM095,7845,"PRESTONE / CENTRUM",,45.480553,-75.509094,,,0
EM096,5926,"PRESTONE / ST. JOSEPH",,45.480305,-75.508499,,,0
EM100,8212,"DUFORD / CHARTRAND",,45.475803,-75.51355,,,0
EM108,7837,"DUFORD / JAMISON",,45.473648,-75.514229,,,0
EM110,7836,"CHARTRAND / DUFORD",,45.475979,-75.513054,,,0
EM120,7838,"DUFORD / CHARLEBOIS",,45.472389,-75.513214,,,0
EM130,7839,"DUFORD / CHARTRAND",,45.472565,-75.510658,,,0
EM140,8111,"CHARTRAND / DUFORD",,45.472954,-75.510658,,,0
EM150,8125,"DUFORD / AMIENS",,45.471523,-75.508575,,,0
EM160,8110,"DUFORD / AMIENS",,45.47134,-75.508492,,,0
EM170,2709,"DUFORD / LACROIX",,45.469799,-75.508072,,,0
EM180,2701,"DUFORD / LACROIX",,45.469681,-75.508072,,,0
EM190,2710,"GLENEAGLES / DUFORD",,45.468349,-75.507202,,,0
EM200,2702,"GLENEAGLES / DUFORD",,45.468269,-75.50692,,,0
EM210,2711,"GLENEAGLES / BLACKHEATH",,45.468803,-75.505493,,,0
EM220,2703,"GLENEAGLES / BLACKHEATH",,45.468662,-75.505516,,,0
EM230,2712,"GLENEAGLES / ST GEORGES",,45.469494,-75.502998,,,0
EM240,2704,"GLENEAGLES / ST GEORGES",,45.469421,-75.502831,,,0
EM250,2705,"ST GEORGES / GALLOWAY",,45.468498,-75.502182,,,0
EM260,8247,"ST GEORGES / GALLOWAY",,45.46796,-75.501785,,,0
EM270,2706,"ST GEORGES / LOUISBOURG",,45.466003,-75.503342,,,0
EM280,2713,"ST GEORGES / SCHOUTEN",,45.466793,-75.502754,,,0
EM285,2707,"ST GEORGES / MARCOUX",,45.464745,-75.503159,,,0
EM290,2708,"ST GEORGES / SCHOUTEN",,45.463749,-75.501785,,,0
EM293,7954,"DES ÉPINETTES / SILVER BARK",,45.461128,-75.508499,,,0
EM295,3704,"DES ÉPINETTES / WILDFLOWER",,45.461685,-75.506599,,,0
EM297,7822,"DES ÉPINETTES / FERNLEAF",,45.463005,-75.501884,,,0
EM300,2740,"ST GEORGES / SCHOUTEN",,45.464104,-75.501984,,,0
EM301,7820,"DES ÉPINETTES / SUNVIEW",,45.460197,-75.510002,,,0
EM302,7819,"DES ÉPINETTES / SILVER BARK",,45.461418,-75.507843,,,0
EM303,7818,"DES ÉPINETTES / TURNBERRY",,45.461903,-75.50647,,,0
EM304,2494,"DES ÉPINETTES / WAYSIDE",,45.46315,-75.502045,,,0
EM305,7817,"DES ÉPINETTES / BONAIR",,45.463535,-75.499779,,,0
EM310,7816,"DES ÉPINETTES / LAFRANCE",,45.464405,-75.497437,,,0
EM315,2419,"DES ÉPINETTES / DES POMMES",,45.463497,-75.499329,,,0
EM320,7823,"DES ÉPINETTES / LAFRANCE",,45.464432,-75.497154,,,0
EM330,7815,"DES ÉPINETTES / PRESTWICK",,45.465294,-75.496078,,,0
EM340,2423,"DES ÉPINETTES / PRESTWICK",,45.465683,-75.4953,,,0
EM350,7955,"DES ÉPINETTES / LAMOUREUX",,45.467148,-75.49295,,,0
EM360,2925,"DES ÉPINETTES / DUVERNAY",,45.467335,-75.492653,,,0
EM370,5706,"DU GRAND BOIS / PARK GROVE",,45.458614,-75.499084,,,0
EM385,6302,"DU GRAND BOIS / DES PINS",,45.458519,-75.499252,,,0
EM390,7830,"DU GRAND BOIS / AD. 245",,45.459892,-75.497833,,,0
EM400,7826,"DU GRAND BOIS / AD. 246",,45.46003,-75.497986,,,0
EM410,7831,"DU GRAND BOIS / PARK GROVE",,45.459904,-75.495995,,,0
EM411,408,"INNES / PRESTWICK",,45.459301,-75.493935,,,0
EM420,4079,"DU GRAND BOIS / ARBES",,45.460205,-75.494553,,,0
EM440,5771,"PRESTWICK / DES PRAIRIES",,45.460808,-75.493576,,,0
EM450,7825,"PRESTWICK / DES PRAIRIES",,45.461372,-75.493309,,,0
EM460,7956,"PRESTWICK / AD. 1833",,45.462311,-75.492424,,,0
EM470,7824,"PRESTWICK / SUMMERLANDS",,45.462898,-75.492821,,,0
EM480,7833,"PRESTWICK / LAMOUREUX",,45.464134,-75.494118,,,0
EM490,5772,"PRESTWICK / LAMOUREUX",,45.463963,-75.494141,,,0
EM500,8105,"PRESTWICK / DES ÉPINETTES",,45.465733,-75.49604,,,0
EM510,8176,"PRESTWICK / DES ÉPINETTES",,45.465546,-75.495972,,,0
EM520,2714,"PRESTWICK / PAYETTE",,45.466682,-75.497459,,,0
EM530,2717,"PRESTWICK / PAYETTE",,45.467628,-75.497765,,,0
EM540,2715,"PRESTWICK / GALLOWAY",,45.469639,-75.497856,,,0
EM550,2718,"PRESTWICK / GALLOWAY",,45.469719,-75.498055,,,0
EM560,2719,"PRESTWICK / ROXDALE",,45.471447,-75.499077,,,0
EM570,2716,"PRESTWICK / ROXDALE",,45.471954,-75.499184,,,0
EM575,5631,"PRESTWICK / AMIENS",,45.472645,-75.499245,,,0
EM580,5630,"AMIENS / PRESTWICK",,45.472794,-75.499458,,,0
EM590,2732,"PRESTONE / AMIENS",,45.473362,-75.500885,,,0
EM600,2720,"PRESTONE / HATFIELD",,45.47353,-75.500717,,,0
EM610,2733,"PRESTONE / DEAVY",,45.475079,-75.501534,,,0
EM620,2721,"PRESTONE / DEAVY",,45.475384,-75.501396,,,0
EM670,5646,"PRESTONE / TOMPKINS",,45.477089,-75.50106,,,0
EM680,5647,"PRESTONE / TOMPKINS",,45.476963,-75.501251,,,0
EM690,2737,"PRESTONE / MOUNTAINSIDE S.",,45.478825,-75.500732,,,0
EM700,2734,"PRESTONE / TURNER",,45.478561,-75.500473,,,0
EM710,2735,"PRESTONE / TURNER",,45.480156,-75.501823,,,0
EM720,2738,"PRESTONE / MOUNTAINSIDE N.",,45.480114,-75.502365,,,0
EM730,2736,"PRESTONE / RVER RIDGE",,45.479843,-75.504402,,,0
EM740,2739,"PRESTONE / KENNEDY",,45.479725,-75.504227,,,0
EM750,8956,"INNES / MER BLEUE",,45.455814,-75.504066,,,0
EM752,7829,"INNES / WILDFLOWER",,45.456608,-75.501129,,,0
EM760,590,"INNES / DU GRAND BOIS",,45.457394,-75.498405,,,0
EM762,3563,"INNES / WILDFLOWER",,45.456799,-75.501289,,,0
EM765,591,"INNES / LANTHIER",,45.45845,-75.495674,,,0
EM767,599,"INNES / PRESTWICK",,45.458714,-75.495682,,,0
EM769,793,"INNES / DU GRAND BOIS",,45.457355,-75.49913,,,0
EM770,592,"INNES / LANTHIER",,45.459457,-75.492508,,,0
EM780,598,"INNES / TENTH LINE",,45.460869,-75.488358,,,0
EM800,7835,"TOMPKINS / BOURCIER",,45.474171,-75.508003,,,0
EM805,8352,"TOMPKINS / BOURCIER",,45.473938,-75.508049,,,0
EM810,7834,"TOMPKINS / CARAVEL",,45.475628,-75.50473,,,0
EM815,7840,"TOMPKINS / MCEACHERN",,45.475498,-75.504456,,,0
EM820,8353,"TOMPKINS / PRESTON",,45.476788,-75.501732,,,0
EM825,7841,"TOMPKINS / DEAVY",,45.476753,-75.500618,,,0
EM830,8350,"TOMPKINS / 10TH LINE",,45.477051,-75.498772,,,0
EM835,7842,"TOMPKINS / 10TH LINE",,45.476948,-75.498405,,,0
EN010,1701,"BRIAN COBURN / TENTH LINE",,45.450577,-75.482315,,,0
EN020,1659,"BRIAN COBURN / STRASBOURG",,45.449028,-75.487343,,,0
EN025,1662,"BRIAN COBURN / STRASBOURG",,45.449123,-75.486565,,,0
EN027,1093,"BRIAN COBURN / CABRIS PATH",,45.448124,-75.489761,,,0
EN028,1092,"BRIAN COBURN / CABRIS PATH",,45.448086,-75.490486,,,0
EN030,1686,"BRIAN COBURN / GERRY LALONDE",,45.446911,-75.495071,,,0
EN035,1687,"BRIAN COBURN / GERRY LALONDE",,45.446896,-75.494522,,,0
EN040,1703,"BRIAN COBURN / MER BLEUR",,45.446449,-75.496887,,,0
EN045,1708,"BRIAN COBURN / MER BLEUR",,45.446312,-75.496811,,,0
EN100,6971,"MER BLEUE / INNES",,45.454128,-75.50354,,,0
EN101,9004,"MER BLEUE / INNES",,45.454041,-75.503822,,,0
EN110,1052,"MER BLEUE / HYDRO",,45.447624,-75.499519,,,0
EN115,1053,"MER BLEUE / HYDRO",,45.447536,-75.499802,,,0
EN150,6970,"MER BLEUE / NAVAN",,45.426075,-75.487709,,,0
EO001,8596,"TENTH LINE / ST JOSEPH",,45.484154,-75.501228,,,0
EO003,8761,"ST JOSEPH / TENTH LINE",,45.484234,-75.498886,,,0
EO025,1688,"ST JOSEPH / TAYLOR CREEK",,45.48801,-75.485237,,,0
EO040,2745,"ST JOSEPH / TRIM",,45.488674,-75.478989,,,0
EO041,748,"ST JOSEPH / TRIM",,45.488819,-75.47905,,,0
EO050,6475,"TENTH LINE / INNES",,45.461861,-75.488312,,,0
EO055,7865,"TENTH LINE / AD. 1775",,45.465153,-75.490219,,,0
EO060,7853,"TENTH LINE / AD. 1954",,45.462658,-75.488937,,,0
EO062,7852,"TENTH LINE / AD. 1775",,45.464962,-75.490288,,,0
EO065,6473,"TENTH LINE / DES ÉPINETTES",,45.467133,-75.491554,,,0
EO085,7902,"TENTH LINE / OLD TENTH LINE",,45.480873,-75.499397,,,0
EO087,6763,"TENTH LINE / ST JOSEPH",,45.482376,-75.500443,,,0
EO100,6409,"CHARLEMAGNE / TENTH LINE",,45.467865,-75.490646,,,0
EO101,6605,"TENTH LINE / CHARLEMAGNE",,45.468128,-75.491974,,,0
EO102,6356,"TENTH LINE / AD. 1675",,45.470795,-75.493538,,,0
EO103,6357,"TENTH LINE / AMIENS",,45.473301,-75.495041,,,0
EO106,6359,"TENTH LINE / CHARLEMAGNE",,45.47691,-75.497124,,,0
EO107,6360,"TENTH LINE / OLD TENTH LINE",,45.48056,-75.498901,,,0
EO108,6361,"TENTH LINE / TOMPKINS",,45.476768,-75.497292,,,0
EO109,6362,"TENTH LINE / AMIENS",,45.473709,-75.495476,,,0
EO110,7866,"CHARLEMAGNE / TENTH LINE",,45.468071,-75.490486,,,0
EO112,6363,"TENTH LINE / AD. 1675",,45.470127,-75.49334,,,0
EO120,1887,"CHARLEMAGNE / CANTEVAL",,45.468323,-75.48867,,,0
EO130,6453,"CHARLEMAGNE / CANTEVAL",,45.468437,-75.488472,,,0
EO140,1573,"CHARLEMAGNE / BOTTRIEL",,45.46883,-75.48613,,,0
EO143,6607,"CHARLEMAGNE / ORCHARDVIEW",,45.469601,-75.482597,,,0
EO145,1556,"CHARLEMAGNE / GARDENWAY",,45.468758,-75.485977,,,0
EO147,7887,"CHARLEMAGNE / TOURELLE PATHWAY",,45.469231,-75.483513,,,0
EO149,1885,"CHARLEMAGNE / ORCHARDVIEW",,45.470104,-75.481285,,,0
EO150,7896,"CHARLEMAGNE / ORCHARDVIEW",,45.470932,-75.480286,,,0
EO155,1854,"CHARLEMAGNE / ORCHARDVIEW",,45.470722,-75.48024,,,0
EO160,1855,"CHARLEMAGNE / VALIN",,45.472832,-75.478409,,,0
EO165,7888,"CHARLEMAGNE / VALIN",,45.473141,-75.478035,,,0
EO167,,"NODE 5824",,45.473831,-75.475525,,,0
EO168,8112,"VALIN / CHARLEMANGNE",,45.47364,-75.477463,,,0
EO169,8933,"VALIN / CHARLEMAGNE",,45.473808,-75.475861,,,0
EO170,7895,"CHARLEMAGNE / MERKLEY",,45.475864,-75.478508,,,0
EO173,3582,"PORTOBELLO / VALIN",,45.474319,-75.469963,,,0
EO174,7901,"VALIN / HENNESSY",,45.474434,-75.471512,,,0
EO175,1674,"CHARLEMAGNE / MERKLEY",,45.47588,-75.478264,,,0
EO176,8294,"PORTOBELLO / GARDENWAY",,45.472523,-75.47023,,,0
EO177,531,"CHARLEMAGNE / ST PETERS H.S.",,45.475815,-75.478264,,,0
EO178,1250,"VALIN / PORTOBELLO",,45.474663,-75.469986,,,0
EO180,1860,"CHARLEMAGNE / WATTERS",,45.477486,-75.479591,,,0
EO182,7894,"CHARLEMAGNE / MARINOFF",,45.478584,-75.481773,,,0
EO185,7889,"CHARLEMAGNE / WATTERS",,45.477608,-75.479485,,,0
EO187,1929,"CHARLEMAGNE / PATHWAY",,45.478745,-75.481857,,,0
EO191,1156,"CHARLEMAGNE / PRINCESS LOUISE",,45.47847,-75.486145,,,0
EO195,1693,"CHARLEMAGNE / PRINCESS LOUISE",,45.478554,-75.486313,,,0
EO197,7890,"CHARLEMAGNE / BOTTRIELL",,45.477425,-75.490028,,,0
EO198,1731,"CHARLEMAGNE / BOTTRIELL",,45.477314,-75.489784,,,0
EO200,1657,"CHARLEMAGNE / TENTH LINE",,45.47757,-75.496193,,,0
EO203,573,"CHARLEMAGNE / PRINCESS LOUISE",,45.477127,-75.492874,,,0
EO205,7893,"CHARLEMAGNE / VALADE",,45.477299,-75.493996,,,0
EO210,1747,"PRINCESS LOUISE / DELIA",,45.478611,-75.493843,,,0
EO212,7892,"CHARLEMAGNE / TENTH LINE",,45.477654,-75.496574,,,0
EO215,7891,"CHARLEMAGNE / PRINCESS LOUISE",,45.477364,-75.493523,,,0
EO220,2749,"PRINCESS LOUISE / YORK MILLS",,45.479717,-75.495895,,,0
EO225,1746,"PRINCESS LOUISE / THURLOW",,45.47884,-75.494637,,,0
EO230,2750,"PRINCESS LOUISE / MARJOLAINE",,45.481136,-75.496513,,,0
EO235,2752,"PRINCESS LOUISE / NORVIEW",,45.481209,-75.496712,,,0
EO240,2751,"PRINCESS LOUISE / NORVIEW",,45.48262,-75.495399,,,0
EO245,2753,"PRINCESS LOUISE / NORVIEW",,45.4828,-75.495384,,,0
EO250,4042,"PRINCESS LOUISE / FALWYN",,45.483574,-75.492615,,,0
EO255,2754,"PRINCESS LOUISE / BROOKRIDGE",,45.48373,-75.492744,,,0
EO260,2755,"PRINCESS LOUISE / FARMBROOK",,45.484711,-75.489952,,,0
EO265,4038,"PRINCESS LOUISE / BROOKRIDGE",,45.48468,-75.490242,,,0
EO270,2756,"PRINCESS LOUISE / FARMBROOK",,45.485367,-75.486664,,,0
EO275,2757,"PRINCESS LOUISE / CEZANNE",,45.485527,-75.487648,,,0
EO280,1858,"PRINCESS LOUISE / BROME",,45.48354,-75.484421,,,0
EO285,2758,"PRINCESS LOUISE / MONTCREST",,45.484478,-75.48468,,,0
EO290,2759,"PRINCESS LOUISE / CLEARCREST",,45.481518,-75.484955,,,0
EO295,1859,"PRINCESS LOUISE / CLEARCREST",,45.481472,-75.484825,,,0
EO300,2760,"PRINCESS LOUISE / DEANCOURT",,45.479404,-75.48613,,,0
EO305,2761,"PRINCESS LOUISE / HANCOCK",,45.479359,-75.485886,,,0
EO310,1745,"MERKLEY / MATHIEU",,45.474438,-75.481987,,,0
EO315,1905,"MERKLEY / WILKIE",,45.474316,-75.482323,,,0
EO320,2762,"MERKLEY / APOLLO",,45.474186,-75.485031,,,0
EO322,2763,"MERKLEY / AD. 603",,45.473709,-75.486946,,,0
EO325,802,"MERKLEY / APOLLO",,45.47411,-75.484779,,,0
EO327,1744,"MERKLEY / AD. 610",,45.473747,-75.486549,,,0
EO330,2764,"MERKLEY / APOLLO",,45.472149,-75.48983,,,0
EO335,2765,"MERKLEY / WILKIE",,45.472691,-75.488792,,,0
